selts_lk	selts_ek	sugukond_lk	sugukond_ek	nimi_lk	nimi_ek	nimi_ik
Passeriformes	värvulised	Acrocephalidae	roolindlased	Acrocephalus arundinaceus	rästas-roolind	Great Reed Warbler, Great Reed-warbler, European Great Reed-warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Acrocephalus astrolabii, [Acrocephalus luscinius astrolabii]	mangareva roolind (†)	Mangareva Reed Warbler, Mangareva Reed-warbler, Astrolabe Nightingale Reed Warbler, Gambier Islands Warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Acrocephalus atyphus, Acrocephalus caffer atyphus	tuamotu roolind	Tuamotu Reed Warbler, Tuamotu Reed-warbler, Tuamotu Warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Acrocephalus australis	austraalia roolind	Australian Reed Warbler, Australasian Reed-warbler, Australian Reed-warbler, Australian Great Reed-warbler, Long-billed Reed-warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Acrocephalus bistrigiceps, Titiza bistrigiceps	mustkulm-roolind	Black-browed Reed Warbler, Black-browed Reed-warbler, Schrenk's Reed Warbler, Von Schrenck's Reed-warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Acrocephalus brevipennis, Calamocichla brevipennis, Calamorus brevipennis, Calamoecetor brevipennis	kapverdi roolind	Cape Verde Warbler, Cape Verde Swamp-warbler, Cape Verde Swamp Warbler, Cape Verde Cane Warbler, Cape Verde Cane-warbler, Cane Warbler, Cape Verde Islands Warbler, Dohrn's Swamp-warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Acrocephalus caffer	polüneesia roolind	Tahiti Reed Warbler, Tahiti Reed-warbler, Long-billed Reed Warbler, Long-billed Reed-warbler, Long-billed Warbler, Tahitian Warbler, Komako
Passeriformes	värvulised	Acrocephalidae	roolindlased	Acrocephalus concinens, Acrocephalus agricola concinens, Notiocichla concinens	lammi-roolind	Blunt-winged Warbler, Blunt-winged Paddyfield Warbler, Blunt-winged Reed-warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Acrocephalus dumetorum, Notiocichla dumetorum	aed-roolind	Blyth's Reed Warbler, Blyth's Reed-warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Acrocephalus familiaris	havai roolind	Millerbird, Hawaiian Reed-warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Acrocephalus gracilirostris, Calamocichla gracilirostris	bantu roolind	Lesser Swamp Warbler, Lesser Swamp-warbler, Swamp Warbler, Lesser Swamp Reed-warbler, African Swamp-warbler, African Reed-warbler*, Cape Reed-warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Acrocephalus griseldis	mesopotaamia roolind	Basra Reed Warbler, Basra Reed-warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Acrocephalus hiwae, Acrocephalus luscinius hiwae	saipani roolind	Saipan Reed Warbler, Saipan Reed-warbler, Hiwai's Warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Acrocephalus kerearako	mangaia roolind	Cook Reed Warbler, Cook Reed-warbler, Cook Islands Reed-warbler, Cook Islands Warbler, Cook Warbler, Mangaia Reed-warbler, Kerearako
Passeriformes	värvulised	Acrocephalidae	roolindlased	Acrocephalus longirostris, Acrocephalus caffer longirostris	moorea roolind (†)	Moorea Reed Warbler, Moorea Reed-warbler, Mo'orea Reed-warbler, Moorea Warbler, Mo'orea Warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Acrocephalus luscinius, Acrocephalus luscinia	mikroneesia roolind (†)	Nightingale Reed Warbler, Nightingale Reed-warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Acrocephalus melanopogon, Lusciniola melanopogon, Titiza melanopogon	mustpea-roolind	Moustached Warbler, Eurasian Moustached Warbler, Moustached Sedge Warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Acrocephalus mendanae	markiisaarte roolind	Southern Marquesan Reed Warbler, Southern Marquesan Reed-warbler, Marquesan Reed-warbler, Marquesan Warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Acrocephalus musae, Acrocephalus garretti	huahine roolind (†)	Garrett's Reed Warbler, Huahine Reed-warbler, Forster's Warbler, Huahine long-billed Reed Warbler, Leeward Islands Reed-warbler, Society Islands Reed-Warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Acrocephalus newtoni, Calamocichla newtoni	madagaskari roolind	Madagascar Swamp Warbler, Madagascar Swamp-warbler, Madagascar Warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Acrocephalus nijoi, Acrocephalus luscinius nijoi	aguijani roolind (†)	Aguiguan Reed Warbler, Aguijan Reed-warbler, Aguiguan Reed-Warbler, Aguijan Warble
Passeriformes	värvulised	Acrocephalidae	roolindlased	Acrocephalus orientalis	ida-roolind	Oriental Reed Warbler, Oriental Reed-warbler, Oriental Great Reed Warbler, Eastern Great Reed-warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Acrocephalus orinus, Notiocichla orina	himaalaja roolind	Large-billed Reed Warbler, Large-billed Reed-warbler, Hume's Large-billed Reed-warbler, Hume's Reed-warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Acrocephalus paludicola, Titiza paludicola	tarna-roolind	Aquatic Warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Acrocephalus palustris, Notiocichla palustris	soo-roolind (putke-roolind)	Marsh Warbler, European Marsh Warbler, Marsh Reed-warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Acrocephalus percernis, Acrocephalus mendanae percernis	nukuhiva roolind	Northern Marquesan Reed Warbler, Northern Marquesan Reed-Warbler, Northern Marquesan Warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Acrocephalus rehsei, Acrocephalus luscinia rehsei	nauru roolind	Nauru Reed Warbler, Nauru Reed-warbler, Nauru Warbler, Finsch's Reed-warbler, Pleasant Warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Acrocephalus rimitarae, Acrocephalus vaughani rimitarae	rimatara roolind	Rimatara Reed Warbler, Rimatara Reed-warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Acrocephalus rodericanus, Bebrornis rodericanus, Calamocichla rodericanus	maskareeni roolind	Rodrigues Warbler, Rodrigues Brush-warbler, Rodriguez Brush-warbler, Rodriguez Brush Warbler, Rodrigues Swamp-warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Acrocephalus rufescens, Calamocichla rufescens	papüüruse-roolind	Greater Swamp Warbler, Greater Swamp-warbler, Rufous Swamp Warbler, Rufous Swamp-warbler, Rufous Cane-warbler, Long-clawed Papyrus-warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Acrocephalus schoenobaenus, Titiza schoenobaenus	kõrkja-roolind	Sedge Warbler, European Sedge Warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Acrocephalus scirpaceus avicenniae, Acrocephalus avicenniae, Notiocichla avicenniae, [Acrocephalus baeticatus avicenniae]	mangroovi-roolind	Mangrove Reed Warbler, Mangrove Reed-warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Acrocephalus scirpaceus baeticatus, Acrocephalus baeticatus, Notiocichla baeticata	aafrika roolind	African Reed Warbler, African Reed-warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Acrocephalus scirpaceus fuscus, Acrocephalus fuscus, Notiocichla fusca	turgi roolind	Caspian Reed Warbler, Caspian Reed-warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Acrocephalus scirpaceus, Notiocichla scirpacea	tiigi-roolind	Common Reed Warbler, Common Reed-warbler, Eurasian Reed-warbler, Eurasian Reed Warbler, Reed Warbler, European Reed-warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Acrocephalus sechellensis, Bebrornis sechellensis, Calamocichla sechellensis	seišelli roolind	Seychelles Warbler, Seychelles Brush-warbler, Seychelles Brush Warbler, Seychelles Swamp-warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Acrocephalus sorghophilus, Titiza sorghophilus	ruuge-roolind	Speckled Reed Warbler, Streaked Reed-warbler, Chinese Reed-warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Acrocephalus stentoreus	lõuna-roolind	Clamorous Reed Warbler, Clamorous Reed-warbler, Southern Great Reed-warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Acrocephalus syrinx, Acrocephalus luscinia syrinx	karoliini roolind	Caroline Reed Warbler, Caroline Reed-warbler, Caroline Islands Reed-warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Acrocephalus taiti, Acrocephalus vaughani taiti	valge-roolind	Henderson Reed Warbler, Henderson Reed-warbler, Henderson Island Reed-warbler, Henderson Island Warbler, Henderson Warbler, Henderson Island Sparrow, Henderson Sparrow
Passeriformes	värvulised	Acrocephalidae	roolindlased	Acrocephalus tangorum, Notiocichla tangorum	mandžuuria roolind	Manchurian Reed Warbler, White-browed Reed-warbler, Manchurian Reed-warbler, Manchurian Paddyfield Warbler, North China Reed-warbler, Manchurian Warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Acrocephalus vaughani	pitcairni roolind	Pitcairn Reed Warbler, Pitcairn Reed-warbler, Pitcairn Warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Acrocephalus yamashinae, Acrocephalus luscinius yamashinae	pagani roolind (†)	Pagan Reed Warbler, Pagan Reed-Warbler, Pagan Warbler, Takatsukasa's Reed Warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Arundinax aedon, Iduna aedon, Acrocephalus aedon, Phragmaticola aedon	võsa-käosulane (võsa-roolind)	Thick-billed Warbler, Thick-billed Reed Warbler, Thick-billed Reed-warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Calamonastides gracilirostris, Chloropeta gracilirostris	papüüruse-käosulane	Papyrus Yellow Warbler, Yellow Swamp Warbler, Yellow Swamp-warbler, Papyrus Flycatcher-warbler, Thin-billed Flycatcher-warbler, Yellow Flycatcher-warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Graueria vittata		Grauer's Warbler, Grauer's Forest-warbler, Grauer's Bush-warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Hippolais icterina	käosulane (harilik käosulane)	Icterine Warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Hippolais languida	kõnnu-käosulane	Upcher's Warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Hippolais olivetorum	õlipuu-käosulane	Olive-tree Warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Hippolais polyglotta	lääne-käosulane	Melodious Warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Iduna caligata, Hippolais caligata	väike-käosulane	Booted Warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Iduna natalensis, Chloropeta natalensis	bantu käosulane	African Yellow Warbler, Yellow Warbler, Yellow Flycatcher-warbler, Yellow Flycatcher, Dark-capped Yellow Warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Iduna opaca, Iduna pallida opaca, Hippolais pallida opaca	mauri käosulane	Western Olivaceous Warbler, Isabelline Warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Iduna pallida, Hippolais pallida	leet-käosulane	Eastern Olivaceous Warbler, Olivaceous Warbler*
Passeriformes	värvulised	Acrocephalidae	roolindlased	Iduna rama, Hippolais rama	lõuna-käosulane	Sykes's Warbler, Sykes' Warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Iduna similis, Chloropeta similis	mägi-käosulane	Mountain Yellow Warbler, Mountain Flycatcher-warbler, Mountain Warbler, Mountain Yellow Flycatcher, Mountain Yellow Flycatcher-warbler, Highland Flycatcher-warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Nesillas aldabrana, Nesillas aldabranus	aldabra aretika (†)	Aldabra Brush Warbler, Aldabra Brush-warbler, Aldabra Warbler, Aldabra Tsikirity
Passeriformes	värvulised	Acrocephalidae	roolindlased	Nesillas brevicaudata, Nesillas typica brevicaudata	ngazidja aretika	Grande Comoro Brush Warbler, Grand Comoro Brush-warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Nesillas lantzii, Nesillas typica lantzii	kõnnu-aretika	Subdesert Brush Warbler, Subdesert Brush-warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Nesillas longicaudata, Nesillas typica longicaudata	ndzuani aretika	Anjouan Brush Warbler, Anjouan Brush-warbler
Passeriformes	värvulised	Acrocephalidae	roolindlased	Nesillas mariae	mwali aretika	Moheli Brush Warbler, Moheli Brush-warbler, Moheli Tsikirity, Comoro Warbler, Comoro Tsikirity
Passeriformes	värvulised	Acrocephalidae	roolindlased	Nesillas typica	aretika (harilik aretika)	Malagasy Brush Warbler, Madagascar Brush-warbler, Madagascan Brush-warbler, Tsikirity Warbler, Common Tsikirity
Passeriformes	värvulised	Aegithalidae	sabatihaslased	Aegithalos annamensis, Aegithalos concinnus annamensis	annami sabatihane	Grey-crowned Bushtit, Grey-crowned Tit
Passeriformes	värvulised	Aegithalidae	sabatihaslased	Aegithalos bonvaloti sharpei, Aegithalos sharpei, Aegithalos iouschistos sharpei	chini sabatihane	Burmese Bushtit, Burmese Tit
Passeriformes	värvulised	Aegithalidae	sabatihaslased	Aegithalos bonvaloti, Aegithalos iouschistos bonvaloti	tanu-sabatihane	Black-browed Bushtit, Black-browed Tit, Pére Bonvalot's Tit
Passeriformes	värvulised	Aegithalidae	sabatihaslased	Aegithalos caudatus	sabatihane	Long-tailed Tit
Passeriformes	värvulised	Aegithalidae	sabatihaslased	Aegithalos caudatus europaeus	lääne-sabatihane	Central European Long-tailed Tit, Continental Long-tailed Tit, Western Long-tailed Tit, European Tit
Passeriformes	värvulised	Aegithalidae	sabatihaslased	Aegithalos concinnus	mustkurk-sabatihane	Black-throated Bushtit, Black-throated Tit, Red-headed Tit
Passeriformes	värvulised	Aegithalidae	sabatihaslased	Aegithalos exilis, Psaltria exilis	pisi-sabatihane	Pygmy Bushtit, Pygmy Tit
Passeriformes	värvulised	Aegithalidae	sabatihaslased	Aegithalos fuliginosus, Aegithalos iouschistos fuliginosus	kaelus-sabatihane	Sooty Bushtit, Sooty Tit, Sooty Long-tailed Tit, White-necklaced Tit
Passeriformes	värvulised	Aegithalidae	sabatihaslased	Aegithalos glaucogularis, Aegithalos caudatus glaucogularis	hiina sabatihane	Silver-throated Bushtit, Silver-throated Tit
Passeriformes	värvulised	Aegithalidae	sabatihaslased	Aegithalos iouschistos	mägi-sabatihane	Rufous-fronted Bushtit, Rufous-fronted Tit, Black-browed Tit, Blyth's Long-tailed Tit
Passeriformes	värvulised	Aegithalidae	sabatihaslased	Aegithalos iredalei, Aegithalos concinnus iredalei	punakiird-sabatihane	Red-headed Bushtit, Red-headed Tit
Passeriformes	värvulised	Aegithalidae	sabatihaslased	Aegithalos leucogenys	pakistani sabatihane	White-cheeked Bushtit, White-cheeked Tit
Passeriformes	värvulised	Aegithalidae	sabatihaslased	Aegithalos niveogularis	himaalaja sabatihane	White-throated Bushtit, White-throated Tit, White-throated Long-tailed Tit
Passeriformes	värvulised	Aegithalidae	sabatihaslased	Leptopoecile elegans	kuuse-sabatihane	Crested Tit-warbler, Crested Tit Warbler
Passeriformes	värvulised	Aegithalidae	sabatihaslased	Leptopoecile sophiae	purpur-sabatihane	White-browed Tit-warbler, Severtzov's Tit Warbler
Passeriformes	värvulised	Aegithalidae	sabatihaslased	Psaltriparus minimus melanotis, Psaltriparus melanotis	mehhiko sabatihane	Black-eared Bushtit
Passeriformes	värvulised	Aegithalidae	sabatihaslased	Psaltriparus minimus, Aegithalos minimus	ameerika sabatihane	American Bushtit, Bushtit, Common Bushtit
Passeriformes	värvulised	Aegithinidae	mangolindlased	Aegithina lafresnayei	suur-mangolind	Great Iora
Passeriformes	värvulised	Aegithinidae	mangolindlased	Aegithina nigrolutea	džungli-mangolind	Marshall's Iora, White-tailed Iora
Passeriformes	värvulised	Aegithinidae	mangolindlased	Aegithina tiphia	mangolind (harilik mangolind)	Common Iora, Indian Iora, Black-winged Iora, Small Iora
Passeriformes	värvulised	Aegithinidae	mangolindlased	Aegithina viridissima	mets-mangolind	Green Iora
Passeriformes	värvulised	Alaudidae	lõolased	Alaemon alaudipes	jooksurlõoke	Greater Hoopoe-lark, Hoopoe Lark, Bifasciated Lark, Large Desert Lark
Passeriformes	värvulised	Alaudidae	lõolased	Alaemon hamertoni	somaali jooksurlõoke	Lesser Hoopoe-lark, Witherby's Lark
Passeriformes	värvulised	Alaudidae	lõolased	Alauda arvensis	põldlõoke	Eurasian Skylark, Eurasian Sky Lark, European Skylark, Northern Skylark, Common Skylark, Skylark, Sky Lark
Passeriformes	värvulised	Alaudidae	lõolased	Alauda arvensis japonica, Alauda japonica	jaapani põldlõoke	Japanese Skylark
Passeriformes	värvulised	Alaudidae	lõolased	Alauda gulgula	kagu-põldlõoke	Oriental Skylark, Oriental Sky Lark, Oriental Lark, Lesser Skylark, Small Skylark, Little Skylark, Eastern Skylark, Indian Skylark, Indian Small Skylark
Passeriformes	värvulised	Alaudidae	lõolased	Alauda leucoptera, Melanocorypha leucoptera	valgetiib-lõoke	White-winged Lark
Passeriformes	värvulised	Alaudidae	lõolased	Alauda razae, Spizocorys razae, Calandrella razae, Razocorys razae	kapverdi lõoke	Raso Lark, Raza Island Lark, Raza Lark, Razo Lark, Raso Short-toed Lark, Raso Skylark, Cape Verde Lark, Cape Verde Skylark
Passeriformes	värvulised	Alaudidae	lõolased	Alaudala cheleensis, Alaudala rufescens cheleensis, Calandrella cheleensis, Calandrella rufescens cheleensis	soolaku-väikelõoke	Asian Short-toed Lark, Asiatic Short-toed Lark, Mongolian Short-toed Lark, Eastern Short-toed Lark, Grey Short-toed Lark, Lesser Sand Lark
Passeriformes	värvulised	Alaudidae	lõolased	Alaudala heinei, Alaudala rufescens heinei, Calandrella rufescens heinei	turgi väikelõoke	Turkestan Short-toed Lark
Passeriformes	värvulised	Alaudidae	lõolased	Alaudala raytal, Calandrella raytal	kalda-väikelõoke	Sand Lark, Asian Short-toed Lark, Indian Short-toed Lark, Indian Sand Lark, Raytal Lark
Passeriformes	värvulised	Alaudidae	lõolased	Alaudala rufescens, Calandrella rufescens, Calandrella pispoletta	kõnnu-väikelõoke	Mediterranean Short-toed Lark, Lesser Short-toed Lark, Common Short-toed Lark, Short-toed Lark*, Rufous Short-toed Lark*, Rufous Sand Lark
Passeriformes	värvulised	Alaudidae	lõolased	Alaudala somalica athensis, Calandrella somalica athensis, Calandrella athensis, Alaudala athensis	savanni-väikelõoke	Athi Short-toed Lark, Athi Lark
Passeriformes	värvulised	Alaudidae	lõolased	Alaudala somalica, Calandrella somalica	triip-väikelõoke	Somali Short-toed Lark, Rufous Short-toed Lark*
Passeriformes	värvulised	Alaudidae	lõolased	Amirafra angolensis, Mirafra angolensis	orulõoke	Angola Lark, Angolan Lark, Angola Bushlark
Passeriformes	värvulised	Alaudidae	lõolased	Amirafra collaris, Mirafra collaris	kaeluslõoke	Collared Lark, Collared Bushlark
Passeriformes	värvulised	Alaudidae	lõolased	Amirafra rufocinnamomea, Mirafra rufocinnamomea	käristilõoke	Flappet Lark, Cinnamon Bushlark
Passeriformes	värvulised	Alaudidae	lõolased	Ammomanes cinctura, Ammomanes cincturus	kõrbelõoke (kõrbe-kõnnulõoke)	Bar-tailed Lark, Bar-tailed Desert Lark, Bar-tailed Sand Lark, Black-tailed Lark, Black-tailed Desert Lark, Black-tailed Finch-lark
Passeriformes	värvulised	Alaudidae	lõolased	Ammomanes deserti	kivi-kõnnulõoke	Desert Lark, Desert Finch-lark, Sand Lark*
Passeriformes	värvulised	Alaudidae	lõolased	Ammomanes phoenicura, Ammomanes phoenicurus	india kõnnulõoke	Rufous-tailed Lark, Rufous-tailed Desert Lark, Rufous-tailed Finch-lark
Passeriformes	värvulised	Alaudidae	lõolased	Ammomanopsis grayi, [Ammomanes grayi]	helelõoke	Gray's Lark, Gray's Sand Lark
Passeriformes	värvulised	Alaudidae	lõolased	Calandrella acutirostris	mägi-väikelõoke	Hume's Short-toed Lark, Hume's Lark, Slender-billed Lark
Passeriformes	värvulised	Alaudidae	lõolased	Calandrella blanfordi	vadi-väikelõoke	Blanford's Lark, Blanford's Short-toed Lark
Passeriformes	värvulised	Alaudidae	lõolased	Calandrella blanfordi erlangeri, Calandrella erlangeri	etioopia väikelõoke	Erlanger's Lark, Erlanger's Short-toed Lark, Ethiopian Short-toed Lark
Passeriformes	värvulised	Alaudidae	lõolased	Calandrella brachydactyla	välja-väikelõoke	Greater Short-toed Lark, Short-toed Lark, European Short-toed Lark
Passeriformes	värvulised	Alaudidae	lõolased	Calandrella cinerea	punapea-väikelõoke	Red-capped Lark, African Short-toed Lark, Rufous Short-toed Lark
Passeriformes	värvulised	Alaudidae	lõolased	Calandrella cinerea williamsi, Calandrella williamsi	maasai väikelõoke	Northern Red-capped Lark
Passeriformes	värvulised	Alaudidae	lõolased	Calandrella dukhunensis, Calandrella brachydactyla dukhunensis	ida-väikelõoke	Mongolian Short-toed Lark, Eastern Short-toed Lark
Passeriformes	värvulised	Alaudidae	lõolased	Calandrella eremica, Calandrella blanfordi eremica		Rufous-capped Lark, Aden Lark
Passeriformes	värvulised	Alaudidae	lõolased	Calendulauda africanoides alopex, Calendulauda alopex, [Mirafra alopex]	rebaslõoke	Foxy Lark, Abyssinian Lark, Abyssinian Bushlark
Passeriformes	värvulised	Alaudidae	lõolased	Calendulauda africanoides, [Mirafra africanoides]	kahkrind-lõoke	Fawn-coloured Lark, Fawn-coloured Bush Lark, Fawn Lark, Fawn Bushlark
Passeriformes	värvulised	Alaudidae	lõolased	Calendulauda albescens, Certhilauda albescens	kapimaa lõoke	Karoo Lark
Passeriformes	värvulised	Alaudidae	lõolased	Calendulauda burra, Certhilauda burra [Ammomanes burra]	liivalõoke	Red Lark, Ferruginous Lark, Sand Lark*
Passeriformes	värvulised	Alaudidae	lõolased	Calendulauda erythrochlamys barlowi, Calendulauda barlowi, Certhilauda barlowi	piimalillelõoke	Barlow's Lark
Passeriformes	värvulised	Alaudidae	lõolased	Calendulauda erythrochlamys, Certhilauda erythrochlamys	luitelõoke	Dune Lark, Aristida Lark, Red-backed Lark
Passeriformes	värvulised	Alaudidae	lõolased	Calendulauda gilletti degodiensis, [Mirafra degodiensis], [Mirafra gilletti degodiensis]	degodi lõoke	Degodi Lark, Erard's Lark
Passeriformes	värvulised	Alaudidae	lõolased	Calendulauda gilletti, Mirafra gilletti	kuši lõoke	Gillett's Lark
Passeriformes	värvulised	Alaudidae	lõolased	Calendulauda poecilosterna, [Mirafra poecilosterna]	roosapugu-lõoke	Pink-breasted Lark
Passeriformes	värvulised	Alaudidae	lõolased	Calendulauda rufa, [Mirafra rufa]	roostelõoke	Rusty Bush Lark, Rusty Lark, Rusty Bushlark
Passeriformes	värvulised	Alaudidae	lõolased	Calendulauda sabota naevia, Calendulauda naevia, [Mirafra naevia], [Mirafra bradfieldi]	namiibia puhmalõoke	Bradfield's Lark, Large-billed Lark
Passeriformes	värvulised	Alaudidae	lõolased	Calendulauda sabota, [Mirafra sabota]	puhmalõoke	Sabota Lark
Passeriformes	värvulised	Alaudidae	lõolased	Certhilauda benguelensis, Certhilauda subcoronata benguelensis	benguela lõoke	Benguela Long-billed Lark
Passeriformes	värvulised	Alaudidae	lõolased	Certhilauda brevirostris, Certhilauda curvirostris brevirostris	söödilõoke	Agulhas Long-billed Lark
Passeriformes	värvulised	Alaudidae	lõolased	Certhilauda chuana	tsvaana lõoke	Short-clawed Lark, Short-clawed Bushlark
Passeriformes	värvulised	Alaudidae	lõolased	Certhilauda curvirostris	pikknokk-lõoke	Cape Long-billed Lark, Long-billed Lark
Passeriformes	värvulised	Alaudidae	lõolased	Certhilauda semitorquata	sotho lõoke	Eastern Long-billed Lark
Passeriformes	värvulised	Alaudidae	lõolased	Certhilauda subcoronata	karoo lõoke	Karoo Long-billed Lark
Passeriformes	värvulised	Alaudidae	lõolased	Chersomanes albofasciata, Certhilauda albofasciata	kannuslõoke (harilik kannuslõoke)	Spike-heeled Lark
Passeriformes	värvulised	Alaudidae	lõolased	Chersomanes beesleyi, Chersomanes albofasciata beesleyi, Certhilauda albofasciata beesleyi	maasai kannuslõoke	Beesley's Lark, Pygmy Spike-heeled Lark
Passeriformes	värvulised	Alaudidae	lõolased	Chersophilus duponti	pujulõoke	Dupont's Lark
Passeriformes	värvulised	Alaudidae	lõolased	Corypha africana, Mirafra africana	ruuge-rohtlalõoke	Rufous-naped Lark, Somali Lark*, Red Somali Lark*
Passeriformes	värvulised	Alaudidae	lõolased	Corypha apiata, Mirafra apiata	lõgislõoke (harilik lõgislõoke)	Cape Clapper Lark, Clapper Lark, Bar-tailed Lark*
Passeriformes	värvulised	Alaudidae	lõolased	Corypha athi, Mirafra africana athi		Sentinel Lark
Passeriformes	värvulised	Alaudidae	lõolased	Corypha fasciolata, Mirafra fasciolata, Mirafra rufipilea	ida-lõgislõoke	Eastern Clapper Lark
Passeriformes	värvulised	Alaudidae	lõolased	Corypha hypermetra, Mirafra hypermetra	suur-rohtlalõoke	Red-winged Lark, Red-winged Bush Lark, Red-winged Bushlark
Passeriformes	värvulised	Alaudidae	lõolased	Corypha kabalii, Mirafra africana kabalii		Plains Lark
Passeriformes	värvulised	Alaudidae	lõolased	Corypha kidepoensis, Mirafra hypermetra kidepoensis		Kidepo Lark
Passeriformes	värvulised	Alaudidae	lõolased	Corypha kurrae, Mirafra africana kurrae		Highland Lark
Passeriformes	värvulised	Alaudidae	lõolased	Corypha nigrescens, Mirafra africana nigrescens		Plateau Lark
Passeriformes	värvulised	Alaudidae	lõolased	Corypha sharpii, Mirafra sharpii, Mirafra africana sharpii	ruske-rohtlalõoke	Russet Lark, Sharpe's Lark, Somali Bushlark, Somali Lark*
Passeriformes	värvulised	Alaudidae	lõolased	Corypha somalica ashi, Mirafra ashi	rand-rohtlalõoke	Ash's Lark, Ash's Bushlark
Passeriformes	värvulised	Alaudidae	lõolased	Corypha somalica, Mirafra somalica	somaali rohtlalõoke	Somali Lark, Somali Long-billed Lark, Somali Long-billed Bushlark, Red Somali Lark*
Passeriformes	värvulised	Alaudidae	lõolased	Eremalauda dunni, Ammomanes dunni	kaevurlõoke	Dunn's Lark
Passeriformes	värvulised	Alaudidae	lõolased	Eremalauda eremodites, Eremalauda dunni eremodites	araabia kaevurlõoke	Arabian Lark
Passeriformes	värvulised	Alaudidae	lõolased	Eremophila alpestris	sarviklõoke	Horned Lark, Shore Lark
Passeriformes	värvulised	Alaudidae	lõolased	Eremophila bilopha	kõrbe-sarviklõoke	Temminck's Lark, Temmink's Horned Lark
Passeriformes	värvulised	Alaudidae	lõolased	Eremopterix australis	tõmmu-värblõoke	Black-eared Sparrow-lark, Black-eared Finch-lark, Grey-backed Sparrow-lark*
Passeriformes	värvulised	Alaudidae	lõolased	Eremopterix griseus, Eremopterix grisea	india värblõoke	Ashy-crowned Sparrow-lark, Ashy-crowned Finch-lark, Black-bellied Sparrow-lark, Black-bellied Finch-lark, Ceylon Finch-lark
Passeriformes	värvulised	Alaudidae	lõolased	Eremopterix hova, [Mirafra hova]	madagaskari lõoke	Madagascar Lark, Madagascar Bushlark, Hova Lark
Passeriformes	värvulised	Alaudidae	lõolased	Eremopterix leucopareia	ühis-värblõoke	Fischer's Sparrow-lark, Fischer's Finch-lark
Passeriformes	värvulised	Alaudidae	lõolased	Eremopterix leucotis	pruunselg-värblõoke	Chestnut-backed Sparrow-lark, Chestnut-backed Finch-lark, White-cheeked Sparrow-lark, White-cheeked Finch-lark
