selts_lk	selts_ek	sugukond_lk	sugukond_ek	nimi_lk	nimi_ek	nimi_ik
Piciformes	rähnilised	Megalaimidae	habelindlased	Psilopogon cyanotis, Psilopogon duvaucelii cyanotis, Megalaima australis cyanotis		Blue-eared Barbet
Piciformes	rähnilised	Megalaimidae	habelindlased	Psilopogon duvaucelii, Megalaima australis duvaucelii		Black-eared Barbet, Blue-eared Barbet*
Piciformes	rähnilised	Megalaimidae	habelindlased	Psilopogon eximius, Megalaima eximia	mustkurk-habelind	Bornean Barbet, Black-throated Barbet*, Black-chinned Barbet, Crimson-crowned Barbet
Piciformes	rähnilised	Megalaimidae	habelindlased	Psilopogon faber, Megalaima oorti faber, Megalaima faber	hainani habelind	Chinese Barbet, Hainan Barbet
Piciformes	rähnilised	Megalaimidae	habelindlased	Psilopogon faiostrictus, Megalaima faiostricta, [Megalaima faiostriata]	rohepõsk-habelind	Green-eared Barbet, Lineated Barbet*
Piciformes	rähnilised	Megalaimidae	habelindlased	Psilopogon flavifrons, Megalaima flavifrons	tseiloni habelind	Yellow-fronted Barbet, Sri Lanka Yellow-fronted Barbet, Ceylon Yellow-fronted Barbet, Yellow-faced Barbet
Piciformes	rähnilised	Megalaimidae	habelindlased	Psilopogon franklinii, Megalaima franklinii	mägi-habelind	Golden-throated Barbet, Gold-throated Barbet
Piciformes	rähnilised	Megalaimidae	habelindlased	Psilopogon haemacephalus, Megalaima haemacephala	sepp-habelind	Coppersmith Barbet, Crimson-breasted Barbet, Crimson-headed Barbet
Piciformes	rähnilised	Megalaimidae	habelindlased	Psilopogon henricii, Megalaima henricii	kuldkulm-habelind	Yellow-crowned Barbet
Piciformes	rähnilised	Megalaimidae	habelindlased	Psilopogon incognitus, Megalaima incognita	vöötpõsk-habelind	Moustached Barbet, Hume's Blue-throated Barbet
Piciformes	rähnilised	Megalaimidae	habelindlased	Psilopogon javensis, Megalaima javensis	kee-habelind	Black-banded Barbet, Kotorea Barbet, Javan Barbet*
Piciformes	rähnilised	Megalaimidae	habelindlased	Psilopogon lagrandieri, Megalaima lagrandieri	vietnami habelind	Red-vented Barbet, Lagrandieri's Barbet
Piciformes	rähnilised	Megalaimidae	habelindlased	Psilopogon lineatus, Megalaima lineata	marmor-habelind	Lineated Barbet, Grey-headed Barbet, Green Barbet*
Piciformes	rähnilised	Megalaimidae	habelindlased	Psilopogon malabaricus, Megalaima rubricapillus malabarica, Megalaima malabarica	malabari habelind	Malabar Barbet
Piciformes	rähnilised	Megalaimidae	habelindlased	Psilopogon monticola, Megalaima monticola	viirkurk-habelind	Mountain Barbet
Piciformes	rähnilised	Megalaimidae	habelindlased	Psilopogon mystacophanos , Megalaima mystacophanos	punakurk-habelind	Red-throated Barbet, Gaudy Barbet
Piciformes	rähnilised	Megalaimidae	habelindlased	Psilopogon nuchalis, Megalaima oorti nuchalis, Megalaima nuchalis	taivani habelind	Taiwan Barbet, Taiwanese Barbet, Formosan Barbet
Piciformes	rähnilised	Megalaimidae	habelindlased	Psilopogon oorti, Megalaima oorti	mustkulm-habelind	Black-browed Barbet, Müller's Barbet, Embroidered Barbet, Malayan Barbet
Piciformes	rähnilised	Megalaimidae	habelindlased	Psilopogon pulcherrimus, Megalaima pulcherrima	sinikiird-habelind	Golden-naped Barbet, Golden-rumped Barbet, Kinabalu Barbet
Piciformes	rähnilised	Megalaimidae	habelindlased	Psilopogon pyrolophus	tsikaad-habelind	Fire-tufted Barbet
Piciformes	rähnilised	Megalaimidae	habelindlased	Psilopogon rafflesii, Megalaima rafflesii	punakiird-habelind	Red-crowned Barbet, Many-coloured Barbet
Piciformes	rähnilised	Megalaimidae	habelindlased	Psilopogon rubricapillus, Megalaima rubricapillus, [Megalaima rubricapilla]	tamili habelind	Crimson-fronted Barbet, Sri Lanka Barbet, Small Barbet
Piciformes	rähnilised	Megalaimidae	habelindlased	Psilopogon virens, Megalaima virens	suur-habelind	Great Barbet, Giant Barbet, Great Hill Barbet, Giant Hill Barbet, Himalayan Great Barbet, Great Himalayan Barbet
Piciformes	rähnilised	Megalaimidae	habelindlased	Psilopogon viridis, Megalaima viridis	valgepõsk-habelind	White-cheeked Barbet, Small Green Barbet, Little Green Barbet, Indian Small Green Barbet, Indian Little Green Barbet, Brown-headed Barbet*
Piciformes	rähnilised	Megalaimidae	habelindlased	Psilopogon zeylanicus, Megalaima zeylanica	prill-habelind	Brown-headed Barbet, Oriental Green Barbet, Great Green Barbet, Large Green Barbet, Green Barbet*
Piciformes	rähnilised	Picidae	rähnlased	Blythipicus pyrrhotis	roosterähn	Bay Woodpecker, Red-eared Bay Woodpecker, Red-eared Rufous Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Blythipicus rubiginosus	enderähn	Maroon Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Campephilus gayaquilensis, Phloeoceastes gayaquilensis, Scapaneus gayaquilensis	ekuadori kuningrähn	Guayaquil Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Campephilus guatemalensis, Phloeoceastes guatemalensis, Scapaneus guatemalensis	helenokk-kuningrähn	Pale-billed Woodpecker, Flint-billed Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Campephilus haematogaster, Phloeoceastes haematogaster	punaselg-kuningrähn	Crimson-bellied Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Campephilus imperialis	suur-kuningrähn	Imperial Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Campephilus leucopogon, Phloeoceastes leucopogon, Scapaneus leucopogon	chaco kuningrähn	Cream-backed Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Campephilus magellanicus, Ipocrantor magellanicus	pöögi-kuningrähn	Magellanic Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Campephilus melanoleucos, Phloeoceastes melanoleucos, Scapaneus melanoleucos	vöötkõht-kuningrähn	Crimson-crested Woodpecker, Black-and-white Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Campephilus pollens, Phloeoceastes pollens	mägi-kuningrähn	Powerful Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Campephilus principalis	vandelnokk-kuningrähn	Ivory-billed Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Campephilus robustus, Phloeoceastes robustus	araukaaria-kuningrähn	Robust Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Campephilus rubricollis, Phloeoceastes rubricollis	selva-kuningrähn	Red-necked Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Campephilus splendens, Campephilus haematogaster splendens, Phloeoceastes haematogaster splendens		Splendid Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Campethera abingoni, [Campethera smithii]	salu-helmesrähn	Golden-tailed Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Campethera bennettii	miombo-helmesrähn	Bennett's Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Campethera cailliautii	väike-helmesrähn	Little Spotted Woodpecker, Green-backed Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Campethera maculosa	ginea helmesrähn	Little Green Woodpecker, African Golden-backed Woodpecker, Golden-backed Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Campethera mombassica, Campethera abingoni mombassica	ranniku-helmesrähn	Mombasa Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Campethera notata	kapimaa helmesrähn	Knysna Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Campethera nubica	akaatsia-helmesrähn	Nubian Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Campethera punctuligera	savanni-helmesrähn	Fine-spotted Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Campethera scriptoricauda, Campethera bennettii scriptoricauda	tanganjika helmesrähn	Speckle-throated Woodpecker, Reichenow's Woodpecker, Tanzanian Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Campethera taeniolaema, Campethera tullbergi taeniolaema	viir-nõlvarähn	Fine-banded Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Campethera tullbergi	nõlvarähn	Tullberg's Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Celeus castaneus	tähnik-tutträhn	Chestnut-coloured Woodpecker, Chestnut-colored Woodpecker, Chestnut Woodpecker*
Piciformes	rähnilised	Picidae	rähnlased	Celeus elegans	ruske-tutträhn	Chestnut Woodpecker, Elegant Woodpecker, Pale-crowned Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Celeus flavescens	tõmmu-tutträhn	Blond-crested Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Celeus flavus	võik-tutträhn	Cream-coloured Woodpecker, Cream-colored Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Celeus galeatus, Hylatomus galeatus, Dryocopus galeatus, Ceophoeus galeatus	väike-musträhn	Helmeted Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Celeus loricatus	punakurk-tutträhn	Cinnamon Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Celeus lugubris	termiidi-tutträhn	Pale-crested Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Celeus obrieni, Celeus spectabilis obrieni		Kaempfer's Woodpecker, Caatinga Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Celeus ochraceus, Celeus flavescens ochraceus	pernambuco tutträhn	Ochre-backed Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Celeus spectabilis	bambuse-tutträhn	Rufous-headed Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Celeus torquatus	mustpugu-tutträhn	Ringed Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Celeus undatus	kirju-tutträhn	Variable Woodpecker, Waved Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Celeus undatus grammicus, Celeus grammicus	viir-tutträhn	Scaly-breasted Woodpecker, Scale-breasted Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Chloropicus namaquus, Dendropicos namaquus, Thripias namaquus	savanni-pruunrähn	Bearded Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Chloropicus pyrrhogaster, Dendropicos pyrrhogaster, Thripias pyrrhogaster	ginea pruunrähn	Fire-bellied Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Chloropicus xantholophus, Dendropicos xantholophus, Thripias xantholophus	kongo pruunrähn	Yellow-crested Woodpecker, Golden-crowned Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Chrysocolaptes erythrocephalus, Chrysocolaptes lucidus erythrocephalus		Red-headed Flameback
Piciformes	rähnilised	Picidae	rähnlased	Chrysocolaptes festivus, Reinwardtipicus festivus	valgeturi-sultanrähn	White-naped Woodpecker, Black-rumped Woodpecker, Black-backed Woodpecker*, Black-backed Yellow Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Chrysocolaptes guttacristatus, Chrysocolaptes lucidus guttacristatus	suur-sultanrähn	Greater Flameback
Piciformes	rähnilised	Picidae	rähnlased	Chrysocolaptes haematribon, Chrysocolaptes lucidus haematribon	luzoni sultanrähn	Luzon Flameback
Piciformes	rähnilised	Picidae	rähnlased	Chrysocolaptes lucidus	täpik-sultanrähn	Buff-spotted Flameback, Greater Flameback*, Greater Flame-backed Woodpecker*, Greater Goldenback, Greater Golden-backed Woodpecker, Large Golden-backed Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Chrysocolaptes socialis, Chrysocolaptes guttacristatus socialis, Chrysocolaptes lucidus socialis		Malabar Flameback
Piciformes	rähnilised	Picidae	rähnlased	Chrysocolaptes stricklandi, Chrysocolaptes lucidus stricklandi		Crimson-backed Flameback, Greater Sri Lanka Flameback, Sri Lanka Flameback
Piciformes	rähnilised	Picidae	rähnlased	Chrysocolaptes strictus, Chrysocolaptes lucidus strictus	jaava sultanrähn	Javan Flameback
Piciformes	rähnilised	Picidae	rähnlased	Chrysocolaptes validus, Reinwardtipicus validus	ruugerähn	Orange-backed Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Chrysocolaptes xanthocephalus, Chrysocolaptes lucidus xanthocephalus	kuld-sultanrähn	Yellow-faced Flameback
Piciformes	rähnilised	Picidae	rähnlased	Chrysophlegma flavinucha, Picus flavinucha	hallkõht-roherähn	Greater Yellownape, Greater Yellow-naped Woodpecker, Large Yellow-naped Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Chrysophlegma mentalis, Picus mentalis	pagu-roherähn	Chequer-throated Woodpecker, Checker-throated Woodpecker, Chequer-throated Yellownape, Banded Red Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Chrysophlegma miniaceum, Picus miniaceus, [Picus mineaceus], [Picus miniatus]	punarähn	Banded Woodpecker, Banded Red Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Colaptes aeruginosus, Piculus rubiginosus aeruginosus, Piculus aeruginosus		Bronze-winged Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Colaptes atricollis, Chrysoptilus atricollis	mustkurk-täpikrähn	Black-necked Woodpecker, Black-necked Flicker
Piciformes	rähnilised	Picidae	rähnlased	Colaptes auratus	täpikrähn (põhja-täpikrähn)	Northern Flicker, Common Flicker, Yellow-shafted Flicker
Piciformes	rähnilised	Picidae	rähnlased	Colaptes auricularis, Piculus auricularis, Chloronerpes auricularis	väike-pronksrähn	Grey-crowned Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Colaptes campestris, Soroplex campestris	kamporähn	Campo Flicker, Campos Flicker
Piciformes	rähnilised	Picidae	rähnlased	Colaptes chrysoides	saguaaro-täpikrähn	Gilded Flicker
Piciformes	rähnilised	Picidae	rähnlased	Colaptes fernandinae, Nesoceleus fernandinae	saabalpalmi-rähn	Fernandina's Flicker, Cuban Flicker, Cuban Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Colaptes melanochloros melanolaimus, Colaptes melanolaimus	pampa-täpikrähn	Golden-breasted Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Colaptes melanochloros, Chrysoptilus melanochloros	viher-täpikrähn	Green-barred Woodpecker, Green-barred Flicker
Piciformes	rähnilised	Picidae	rähnlased	Colaptes mexicanoides, Colaptes auratus mexicanoides		Guatemalan Flicker
Piciformes	rähnilised	Picidae	rähnlased	Colaptes oceanicus	bermuda rähn (†)	Bermuda Flicker
Piciformes	rähnilised	Picidae	rähnlased	Colaptes pitius, Soroplex pitius, Pituipicus pitius	tšiili rähn	Chilean Flicker
Piciformes	rähnilised	Picidae	rähnlased	Colaptes punctigula, Chrysoptilus punctigula	koldkõht-täpikrähn	Spot-breasted Woodpecker, Spot-breasted Flicker
Piciformes	rähnilised	Picidae	rähnlased	Colaptes rivolii, Piculus rivolii, Chloronerpes rivolii, Hypoxanthus rivolii	punaselg-pronksrähn	Crimson-mantled Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Colaptes rubiginosus yucatanensis, Colaptes yucatanensis	keskameerika pronksrähn	
Piciformes	rähnilised	Picidae	rähnlased	Colaptes rubiginosus, Piculus rubiginosus, Chloronerpes rubiginosus	helepõsk-pronksrähn	Golden-olive Woodpecker, Blue-headed Woodpecker, Green Woodpecker*
Piciformes	rähnilised	Picidae	rähnlased	Colaptes rupicola cinereicapillus, Colaptes cinereicapillus, Soroplex rupicola cinereicapillus, Pituipicus rupicola cinereicapillus	põhja-inkarähn	Northern Andean Flicker
Piciformes	rähnilised	Picidae	rähnlased	Colaptes rupicola, Soroplex rupicola, Pituipicus rupicola	inkarähn	Andean Flicker, Southern Andean Flicker
Piciformes	rähnilised	Picidae	rähnlased	Dendrocopos analis, Dendrocopos macei analis	kagu-kirjurähn	Freckle-breasted Woodpecker, Spot-breasted Pied Woodpecker, Andaman Pied Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Dendrocopos assimilis, Picoides assimilis	tamariski-kirjurähn	Sind Woodpecker, Sind Pied Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Dendrocopos atratus, Picoides atratus, Dendrotypes atratus	indohiina kirjurähn	Stripe-breasted Woodpecker, Stripe-breasted Pied Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Dendrocopos darjellensis, Picoides darjellensis	mägi-kirjurähn	Darjeeling Woodpecker, Darjeeling Pied Woodpecker, Brown-throated Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Dendrocopos himalayensis, Picoides himalayensis	himaalaja kirjurähn	Himalayan Woodpecker, Himalayan Pied Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Dendrocopos hyperythrus, Picoides hyperythrus, Hypopicus hyperythrus	mandariinrähn	Rufous-bellied Woodpecker, Rufous-bellied Pied Woodpecker, Rufous-bellied Sapsucker
Piciformes	rähnilised	Picidae	rähnlased	Dendrocopos leucopterus, Picoides leucopterus	valgetiib-kirjurähn	White-winged Woodpecker, White-winged Pied Woodpecker, White-winged Spotted Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Dendrocopos leucotos owstoni, Dendrocopos owstoni	ryukyu kirjurähn	Amami Woodpecker, Owston's Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Dendrocopos leucotos, Picoides leucotos	valgeselg-kirjurähn	White-backed Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Dendrocopos macei, Picoides macei, Dendrotypes macei	leekkõht-kirjurähn	Fulvous-breasted Woodpecker, Streak-bellied Woodpecker, Fulvous-breasted Pied Woodpecker, Spotted-breasted Pied Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Dendrocopos major, Picoides major	suur-kirjurähn	Great Spotted Woodpecker, Greater Pied Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Dendrocopos noguchii, Sapheopipo noguchii	okinawa rähn	Okinawa Woodpecker, Okinawan Woodpecker, Pryer's Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Dendrocopos syriacus, Picoides syriacus	salu-kirjurähn	Syrian Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Dendrocoptes auriceps, Leiopicus auriceps, Dendrocopos auriceps, Picoides auriceps	leekpea-kirjurähn	Brown-fronted Woodpecker, Brown-fronted Pied Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Dendrocoptes dorae, Dendropicos dorae, Dendrocopos dorae, Picoides dorae, Desertipicus dorae	araabia kirjurähn	Arabian Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Dendrocoptes medius, Leiopicus medius, Dendrocopos medius, Picoides medius	tamme-kirjurähn	Middle Spotted Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Dendropicos abyssinicus	kadaka-väikerähn	Abyssinian Woodpecker, Gold-mantled Woodpecker, Golden-mantled Woodpecker, Abyssinian Golden-backed Woodpecker, Abyssinian Woodpecker, African Golden-backed Woodpecker*, Golden-backed Woodpecker*
Piciformes	rähnilised	Picidae	rähnlased	Dendropicos elachus	vadi-väikerähn	Little Grey Woodpecker, Sahelian Woodpecker, Least Grey Woodpecker, Least Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Dendropicos elliotii, Mesopicos elliotii, Polipicus elliotii	samblarähn	Elliot's Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Dendropicos fuscescens	vöötselg-väikerähn	Cardinal Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Dendropicos gabonensis	tähnik-väikerähn	Gabon Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Dendropicos goertae, Mesopicos goertae, Mesopicus goerta	palmi-osmusrähn	African Grey Woodpecker, Grey Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Dendropicos griseocephalus, Mesopicos griseocephalus, Mesopicus griseocephalus	salu-osmusrähn	Olive Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Dendropicos lugubris, Dendropicos gabonensis lugubris	võra-väikerähn	Melancholy Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Dendropicos obsoletus, Dendrocopos obsoletus, Picoides obsoletus	aafrika kirjurähn	Brown-backed Woodpecker, Lesser White-spotted Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Dendropicos poecilolaemus	koldkõht-väikerähn	Speckle-breasted Woodpecker, Uganda Spotted Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Dendropicos spodocephalus, Dendropicos goertae spodocephalus, Mesopicos spodocephalus	ida-osmusrähn	Eastern Grey Woodpecker, Grey-headed Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Dendropicos stierlingi	njassa väikerähn	Stierling's Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Dinopium benghalense, Brachypternus benghalense	mustkurk-sultanrähn	Black-rumped Flameback, Lesser Flameback, Lesser Goldenback, Black-rumped Goldeback, Lesser Golden-backed Woodpecker, Ceylon Golden-backed Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Dinopium everetti, Dinopium javanense everetti		Spot-throated Flameback
Piciformes	rähnilised	Picidae	rähnlased	Dinopium javanense	tuliselg-sultanrähn	Common Flameback, Common Gold-backed Woodpecker, Common Golden-back, Golden-backed Three-toed Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Dinopium psarodes, Dinopium benghalense psarodes		Red-backed Flameback, Lesser Sri Lanka Flameback
Piciformes	rähnilised	Picidae	rähnlased	Dinopium shorii	bengali sultanrähn	Himalayan Flameback, Himalayan Gold-backed Woodpecker, Himalayan Golden-backed Woodpecker, Himalayan Goldback, Three-toed Golden-backed Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Dryobates cathpharius, Dendrocopos cathpharius, Picoides cathpharius	punarind-kirjurähn	Crimson-naped Woodpecker, Scarlet-breasted Woodpecker, Crimson-breasted Woodpecker*, Crimson-breasted Pied Woodpecker*, Small Crimson-breasted Pied Woodpecker, Lesser Pied Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Dryobates minor, Dendrocopos minor, Picoides minor, Xylocopus minor	väike-kirjurähn	Lesser Spotted Woodpecker, Lesser Pied Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Dryobates nuttallii, Picoides nuttallii	kalifornia kirjurähn	Nuttall's Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Dryobates pernyii, Dendrocopos cathpharius pernyii, Picoides cathpharius pernyii		Necklaced Woodpecker, Crimson-breasted Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Dryobates pubescens, Picoides pubescens	haava-kirjurähn	Downy Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Dryobates scalaris, Picoides scalaris	kõnnu-kirjurähn	Ladder-backed Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Dryocopus hodgei, Thriponax hodgei	andamani musträhn	Andaman Woodpecker, Andaman Black Woodpecker
Piciformes	rähnilised	Picidae	rähnlased	Dryocopus javensis, Thriponax javensis	valgekõht-musträhn	White-bellied Woodpecker, White-bellied Black Woodpecker, Great Black Woodpecker*
